"RowNumber","CustomerId","ProfitScore","Exited","Age","Cumamountpaidout","Numofinsurances","EstimatedSalary","Geography","IsActiveMember"
5966,15644132,724,0,30,142475.87,1,107848.24,"France",1
5967,15600832,508,0,43,0,1,103726.71,"France",0
5968,15797919,773,0,37,103195.2,2,178268.36,"Spain",0
5969,15603743,526,0,28,112070.44,1,126281.83,"France",1
5970,15579714,542,0,29,0,2,196651.72,"France",1
5971,15634295,470,0,35,96473.59,1,5962.3,"France",0
5972,15786680,805,0,37,0,2,21928.81,"Spain",0
5973,15623499,548,1,49,108437.89,1,127022.87,"Germany",0
5974,15691823,672,0,37,153195.59,1,162763.01,"France",1
5975,15809279,773,0,45,96877.21,1,113950.51,"France",1
5976,15758039,614,0,44,0,2,104930.46,"France",1
5977,15807163,537,1,38,0,1,52337.97,"France",0
5978,15631639,704,0,40,95452.89,1,179964.55,"France",1
5979,15713770,586,0,41,63873.56,1,83753.64,"Spain",0
5980,15698167,677,0,24,148298.59,2,182913.95,"France",0
5981,15781710,558,0,31,0,2,166720.28,"Spain",0
5982,15801296,634,0,37,143258.85,2,192721.98,"Germany",0
5983,15704378,655,0,37,121342.24,1,180241.44,"Germany",1
5984,15767891,619,0,28,99152.73,2,48475.12,"Germany",0
5985,15640667,662,0,41,0,2,126551.48,"France",0
5986,15702145,705,0,33,68423.89,1,64872.55,"Spain",1
5987,15679738,527,1,35,0,1,98031.53,"Spain",0
5988,15636634,630,0,25,79656.81,1,93524.22,"Germany",0
5989,15809227,850,0,35,0,2,56991.66,"France",1
5990,15601811,668,1,53,110240.04,1,183980.56,"France",0
5991,15625494,573,0,32,125321.84,2,130234.63,"France",1
5992,15723737,680,0,27,0,1,32454.26,"France",0
5993,15682955,758,0,32,84378.9,1,75396.43,"France",1
5994,15758856,597,0,45,0,2,167756.45,"France",0
5995,15746065,580,0,35,136281.41,2,24799.47,"Germany",1
5996,15783865,622,0,59,119380.37,1,60429.43,"France",1
5997,15745455,638,0,62,108716.59,2,74241.09,"Germany",1
5998,15583033,640,0,20,0,2,78310.82,"France",1
5999,15644212,644,0,28,0,2,119419.37,"Spain",0
6000,15735688,753,0,31,106596.29,1,91305.77,"France",0
6001,15658577,629,1,37,99546.25,3,25136.95,"France",1
6002,15606887,775,1,30,0,1,193880.6,"France",0
6003,15783026,701,0,41,0,1,47856.78,"France",0
6004,15579892,708,0,19,112615.86,1,4491.77,"Spain",1
6005,15802088,521,0,22,0,1,101311.95,"Spain",1
6006,15589323,636,0,24,0,2,38830.72,"France",1
6007,15636395,529,0,31,0,2,26817.23,"France",0
6008,15712772,757,0,28,75381.15,1,199727.72,"France",1
6009,15700937,767,0,24,0,2,67445.85,"Spain",1
6010,15766659,525,0,33,0,2,161002.29,"Spain",0
6011,15814033,759,0,38,0,2,20778.39,"Spain",0
6012,15783007,520,1,45,123086.39,1,41042.4,"Germany",1
6013,15654183,738,0,26,0,2,67484.16,"France",0
6014,15609899,548,0,37,0,1,121763.68,"Spain",0
6015,15747323,535,1,48,109472.47,1,157358.43,"Spain",0
6016,15582591,615,0,59,155766.05,1,110275.17,"Spain",1
6017,15738835,850,0,38,101985.81,2,43801.27,"Germany",0
6018,15782404,487,0,34,96019.5,1,9085,"France",0
6019,15697480,731,0,30,0,2,143086.09,"France",1
6020,15697045,726,0,35,0,2,100556.98,"Spain",1
6021,15781234,609,0,35,147900.43,1,140000.29,"France",0
6022,15579891,714,0,52,100755.66,1,186775.25,"France",1
6023,15805690,694,1,35,0,1,133570.43,"Spain",0
6024,15612139,786,1,33,83036.05,1,154990.58,"France",1
6025,15568834,698,0,27,125427.37,2,27654.44,"Spain",0
6026,15709917,601,0,46,98202.76,1,137763.93,"France",0
6027,15718843,769,0,41,72509.91,1,25723.73,"Spain",0
6028,15799494,850,0,44,140393.65,2,186285.52,"Germany",1
6029,15673439,646,1,50,142644.64,2,142208.5,"Spain",1
6030,15669011,659,1,44,23503.31,1,169862.01,"France",1
6031,15581388,487,0,33,145729.71,1,41365.85,"Spain",0
6032,15743153,740,0,40,122295.17,2,30812.84,"Germany",1
6033,15579787,686,0,39,0,2,155023.93,"France",0
6034,15759966,612,0,36,119799.27,2,159416.58,"Spain",0
6035,15601045,655,0,37,163708.58,2,76259.23,"Spain",0
6036,15764021,617,0,34,61687.33,2,105965.25,"France",0
6037,15687218,674,0,27,79144.34,1,50743.83,"France",1
6038,15626452,711,0,32,0,2,147720.27,"Spain",1
6039,15700964,624,0,27,104848.68,1,167387.36,"Germany",1
6040,15768887,597,0,26,0,2,95159.13,"Spain",1
6041,15735358,682,0,46,0,1,4654.28,"Spain",1
6042,15749472,775,0,45,0,1,130376.68,"France",0
6043,15685872,727,0,29,146652.01,1,173486.39,"France",1
6044,15760851,629,0,31,0,2,93881.75,"France",0
6045,15734588,684,0,46,0,2,36376.97,"France",1
6046,15784594,549,0,37,130622.34,2,128499.94,"Germany",1
6047,15606435,593,0,69,187013.13,2,105898.69,"Germany",1
6048,15790247,536,0,40,0,2,11959.03,"Spain",1
6049,15676433,707,0,36,0,1,98810.78,"France",0
6050,15625905,592,0,41,0,2,65906.07,"Spain",0
6051,15626414,703,0,44,98862.54,1,151516.7,"France",0
6052,15623220,723,0,45,0,2,37214.39,"Spain",0
6053,15752857,452,0,52,98443.14,2,92033.98,"Germany",0
6054,15677908,552,0,42,0,2,195692.3,"Spain",0
6055,15773013,633,1,47,0,1,6342.84,"France",1
6056,15623972,479,0,23,123575.51,1,95148.28,"Germany",1
6057,15738627,768,0,25,0,2,21215.67,"France",1
6058,15643392,742,0,31,105239.1,1,19700.24,"France",1
6059,15684868,668,1,56,110993.79,1,134396.64,"Germany",0
6060,15627854,707,0,44,0,2,135077.01,"Spain",1
6061,15669253,754,1,39,157691.98,2,133600.89,"Spain",0
6062,15758023,544,1,47,105245.21,1,99922.08,"Germany",0
6063,15574558,718,0,32,0,2,41399.33,"Spain",1
6064,15635256,762,0,31,117687.35,1,159344.43,"France",1
6065,15680399,772,0,23,0,2,18364.19,"France",0
6066,15674720,691,1,37,123067.63,1,98162.44,"Germany",1
6067,15580249,502,0,45,0,1,84663.21,"France",0
6068,15675431,563,0,34,0,2,36536.93,"France",0
6069,15698285,676,0,41,101457.14,1,79101.67,"France",1
6070,15810775,576,0,52,100549.43,2,16644.16,"Spain",1
6071,15678173,629,0,35,174588.8,2,158420.14,"Spain",1
6072,15665222,625,0,52,121161.57,1,48988.28,"Spain",0
6073,15803908,628,0,45,0,2,96862.56,"France",1
6074,15586039,471,0,36,90063.74,2,96366.7,"Germany",1
6075,15802570,811,0,45,0,2,146123.19,"France",1
6076,15781451,504,0,42,134936.97,2,135178.91,"France",0
6077,15721019,687,0,24,110495.27,1,158615.41,"France",0
6078,15738588,660,0,37,133200.09,1,71433.88,"Germany",0
6079,15730657,548,0,41,82596.8,1,55672.09,"France",1
6080,15739292,609,0,31,103837.75,1,150218.11,"Germany",1
6081,15725945,659,1,42,0,1,162734.31,"Spain",0
6082,15813159,526,1,52,93590.47,1,21228.71,"France",1
6083,15636820,725,0,40,104149.66,1,62027.9,"Germany",0
6084,15603880,519,1,38,114141.64,1,60988.21,"Germany",1
6085,15619494,562,0,31,117153,1,108675.01,"Germany",1
6086,15596992,482,1,45,156353.46,1,72643.95,"Germany",0
6087,15735025,535,0,37,175534.78,2,9241.52,"Spain",1
6088,15730759,561,1,27,135637,1,153080.4,"France",0
6089,15752912,661,0,30,0,2,72196.57,"France",0
6090,15711316,771,0,27,0,2,199527.34,"France",1
6091,15738785,545,0,26,0,2,156598.23,"France",1
6092,15777896,850,0,33,83415.04,1,74917.64,"Germany",1
6093,15628963,601,0,43,141859.12,2,111249.62,"Germany",1
6094,15742126,712,0,38,132767.66,2,59115.77,"Germany",1
6095,15575623,589,0,31,110635.32,1,148218.86,"France",0
6096,15741652,600,0,37,177657.35,1,77142.32,"Spain",1
6097,15738884,642,0,41,157777.58,1,67484.6,"Germany",0
6098,15615050,575,1,47,107915.94,2,63452.18,"Germany",1
6099,15803005,570,0,57,86568.75,1,103660.31,"Germany",1
6100,15743498,532,1,52,137755.76,1,163191.99,"Germany",0
6101,15720463,796,0,30,137262.71,2,62905.29,"France",0
6102,15588695,833,1,32,0,1,44323.22,"Spain",1
6103,15665802,642,0,36,0,2,97938.59,"Spain",1
6104,15571144,655,0,28,0,2,126565.21,"France",1
6105,15750731,736,1,50,116309.01,1,185360.4,"Germany",0
6106,15605134,617,0,34,131244.65,2,183229.02,"France",0
6107,15626044,762,0,28,125155.83,2,106024.02,"Germany",1
6108,15737910,703,0,35,140691.08,2,167810.26,"Germany",0
6109,15761076,507,0,41,58820.32,2,138536.09,"France",1
6110,15710105,581,1,26,105099.45,1,184520,"Germany",1
6111,15577402,593,0,31,0,2,20492.16,"France",1
6112,15803337,648,0,23,168372.52,1,134676.72,"France",0
6113,15654372,462,0,34,94682.56,2,138478.2,"Germany",0
6114,15585867,596,0,36,0,2,125557.95,"Spain",1
6115,15662488,627,1,44,0,2,82969.61,"France",0
6116,15604813,494,0,40,0,2,158071.69,"France",1
6117,15611644,627,0,73,146329.73,1,43615.67,"France",1
6118,15674928,850,0,37,0,2,119969.99,"Spain",0
6119,15656100,632,0,49,167962.7,1,140201.21,"France",0
6120,15764293,490,0,33,0,2,80792.83,"France",1
6121,15636423,715,0,40,0,1,141359.11,"France",1
6122,15607629,679,0,48,0,2,23344.94,"France",0
6123,15577313,619,1,44,116967.68,1,5075.17,"France",0
6124,15714493,465,0,33,0,2,95500.98,"Spain",1
6125,15643359,736,0,32,0,1,79082.62,"Spain",1
6126,15687913,501,0,34,93244.42,1,199805.63,"Germany",1
6127,15790935,535,0,29,0,2,52709.55,"France",1
6128,15708693,759,0,33,0,2,56583.88,"France",0
6129,15672016,819,0,35,0,2,3385.04,"France",1
6130,15727605,533,0,43,80442.06,2,12537.42,"Germany",1
6131,15651144,632,0,35,150561.03,2,64722.61,"Germany",0
6132,15749401,686,1,60,0,3,75246.21,"France",1
6133,15691874,687,0,34,125474.44,1,198929.84,"France",0
6134,15620735,667,0,33,127076.68,2,69011.66,"Germany",0
6135,15769781,699,0,25,0,2,52404.47,"Spain",1
6136,15624611,497,0,37,128650.11,2,163641.53,"Spain",1
6137,15773071,780,0,33,145580.61,1,154598.56,"Spain",1
6138,15720371,652,1,51,0,1,173989.47,"France",0
6139,15717984,477,1,47,144900.58,1,61315.37,"France",0
6140,15806407,652,0,37,0,2,143393.24,"France",0
6141,15785042,488,0,31,97588.6,1,124210.53,"France",0
6142,15809302,572,0,24,0,2,151460.84,"France",1
6143,15677550,755,0,38,0,2,20734.81,"France",0
6144,15654096,779,0,24,122200.31,2,43705.56,"Germany",0
6145,15617320,693,0,46,151709.33,1,180736.24,"Spain",0
6146,15653065,530,0,22,0,2,104170.48,"Spain",0
6147,15649112,738,0,33,122134.4,2,27867.59,"Spain",1
6148,15690526,690,0,31,137260.45,2,55387.28,"Germany",0
6149,15806945,611,0,30,88594.14,1,196332.45,"France",0
6150,15670066,643,0,34,0,2,116046.22,"Spain",1
6151,15625761,632,1,41,127205.32,4,93874.87,"Germany",0
6152,15761525,727,0,31,96997.09,2,76614.04,"Spain",0
6153,15735080,508,0,64,0,1,6076.62,"France",1
6154,15619537,550,0,31,142200.19,2,122221.71,"France",1
6155,15598162,754,0,39,160761.41,1,24156.03,"Germany",1
6156,15694300,759,0,26,0,2,135394.62,"France",0
6157,15637235,794,0,33,0,2,91340.02,"Spain",0
6158,15612444,549,0,29,0,2,146090.38,"France",0
6159,15626457,671,0,31,116234.61,1,172096.08,"France",0
6160,15627995,756,1,26,155143.52,1,135034.57,"Germany",1
6161,15706128,632,0,21,0,2,84008.66,"France",0
6162,15666430,579,0,38,0,2,91763.67,"France",0
6163,15627385,748,0,34,84009.47,1,137001.1,"France",1
6164,15581323,488,0,28,139246.22,2,106799.49,"Germany",0
6165,15608109,710,0,58,170113,2,10494.64,"Germany",1
6166,15801942,619,1,41,0,3,79866.73,"Spain",1
6167,15567431,773,0,64,145578.28,1,186172.85,"France",1
6168,15810167,657,0,75,126273.95,1,91673.6,"Spain",1
6169,15644501,579,0,26,162482.76,1,18458.2,"France",1
6170,15785290,542,0,29,0,1,8342.35,"France",0
6171,15611157,709,0,32,87814.89,1,138578.37,"France",0
6172,15673837,617,0,61,113858.95,1,38129.22,"Spain",1
6173,15656822,568,1,43,87612.64,4,107155.4,"Germany",1
6174,15580560,769,0,73,0,1,29792.11,"France",1
6175,15760641,608,0,26,106648.98,1,7063.6,"Germany",1
6176,15587584,503,0,31,0,2,21645.06,"Spain",1
6177,15604146,608,0,38,103653.51,2,137079.86,"Germany",1
6178,15813974,731,1,37,116880.53,1,172718.35,"Germany",0
6179,15746986,850,0,40,97990.49,2,106691.02,"Germany",0
6180,15759741,591,0,34,150635.3,1,72274.84,"Germany",1
6181,15734892,579,0,37,0,2,32246.63,"Spain",1
6182,15797194,570,0,39,129674.89,2,80552.36,"France",0
6183,15723786,709,0,37,0,2,16733.59,"France",0
6184,15642726,611,0,53,83568.26,1,1235.49,"France",0
6185,15664339,775,1,48,178144.91,2,50168.41,"Spain",0
6186,15754526,699,0,36,147137.74,1,33687.9,"Germany",1
6187,15703037,618,1,37,0,1,178705.45,"France",1
6188,15751412,704,0,36,114370.41,1,66810.48,"France",1
6189,15609558,835,1,47,108289.28,2,45859.55,"Germany",1
6190,15572408,714,0,39,149887.49,2,63846.36,"Germany",0
6191,15613923,581,0,43,170172.9,1,100236.02,"Spain",1
6192,15747000,592,0,27,0,2,19645.65,"France",1
6193,15731781,551,0,43,0,2,178393.68,"France",0
6194,15727198,689,0,28,64808.32,2,78591.15,"Germany",0
6195,15794273,604,0,56,62732.65,1,124954.56,"France",1
6196,15804950,514,0,41,0,2,3756.65,"France",1
6197,15576304,698,0,29,95167.55,1,152723.23,"France",1
6198,15645200,581,1,54,152508.99,1,187597.98,"Germany",0
6199,15779627,573,0,31,134644.19,1,70381.49,"Germany",1
6200,15750755,449,0,33,0,2,156792.89,"Spain",0
6201,15569654,850,0,31,51293.47,1,35534.68,"Germany",0
6202,15753079,612,0,41,0,3,151256.22,"France",0
6203,15684995,690,0,49,116622.73,1,51011.29,"Spain",1
6204,15790763,599,0,49,0,2,111190.53,"Spain",0
6205,15766458,498,0,33,198113.86,1,69664.35,"France",0
6206,15616221,497,1,29,85646.81,1,63233.02,"France",0
6207,15776124,802,0,51,0,1,40855.79,"Spain",1
6208,15665811,644,0,33,141234.98,1,95673.05,"France",0
6209,15729804,714,0,34,0,2,80234.14,"France",1
6210,15714062,690,1,40,77641.99,1,189051.59,"France",0
6211,15592197,522,0,30,0,2,145490.85,"Spain",0
6212,15793116,502,0,40,117304.29,1,196278.32,"Germany",0
6213,15638231,730,0,62,0,2,162889.1,"Spain",1
6214,15697678,590,0,36,92340.69,2,174667.58,"Germany",1
6215,15800412,458,0,35,146780.52,2,3476.38,"Germany",1
6216,15597610,553,0,41,144974.55,1,19344.92,"Spain",1
6217,15726634,479,0,47,0,1,95270.83,"France",0
6218,15670866,693,0,31,0,2,107759.31,"France",1
6219,15667462,707,0,43,0,2,118368.2,"Spain",0
6220,15662574,636,0,37,115137.26,1,52484.01,"Spain",0
6221,15716926,807,0,33,101952.97,2,178153.65,"France",0
6222,15603554,513,1,45,164649.52,3,49915.52,"France",0
6223,15716800,582,0,31,0,2,33747.03,"France",1
6224,15679429,694,0,32,91956.49,1,59961.81,"France",1
6225,15616122,777,0,39,0,2,18613.52,"France",1
6226,15742172,598,0,32,123938.6,2,198894.42,"Germany",0
6227,15792305,762,1,46,123571.77,3,57014.17,"Germany",1
6228,15636016,588,0,34,120777.88,1,131729.52,"France",1
6229,15733138,663,0,42,90248.79,1,79169.73,"Germany",1
6230,15669741,777,0,36,0,1,106472.34,"France",0
6231,15616954,592,0,71,0,2,17013.54,"France",1
6232,15729238,631,1,48,106396.48,1,150661.42,"Germany",1
6233,15718242,725,1,47,104887.43,1,86622.56,"Germany",0
6234,15682914,850,0,34,72079.71,1,115767.93,"France",1
6235,15654274,540,0,37,0,2,141998.89,"France",0
6236,15691457,674,0,36,0,2,182787.17,"Spain",1
6237,15719649,553,0,38,99844.68,1,187915.7,"France",0
6238,15778897,630,0,28,0,2,133267.78,"France",1
6239,15589437,466,0,26,156815.71,1,137476.09,"France",1
6240,15682369,613,0,47,146034.74,1,77146.14,"France",1
6241,15626507,558,0,27,152283.39,1,183271.15,"France",0
6242,15571995,775,0,33,118897.1,2,26362.4,"Germany",1
6243,15673333,698,0,52,96781.39,1,153373.71,"Germany",1
6244,15748752,608,0,33,102772.67,2,70705.58,"Germany",0
6245,15725302,670,0,20,0,2,119759.24,"Spain",0
6246,15722083,591,0,39,0,2,42392.24,"Spain",0
6247,15771442,633,1,40,150578,1,34670.62,"France",1
6248,15803633,678,0,46,0,2,82106.19,"France",0
6249,15672185,590,0,47,0,2,171774.5,"France",0
6250,15806486,705,0,48,0,2,149772.61,"France",0
6251,15570895,608,0,42,163548.07,1,38866.85,"France",0
6252,15614520,682,0,37,148580.12,1,35179.18,"France",0
6253,15687492,596,0,32,96709.07,2,41788.37,"Germany",0
6254,15675337,395,1,34,106011.59,1,17376.57,"Germany",1
6255,15721047,578,0,37,135650.88,1,199428.19,"Germany",0
6256,15589017,547,1,55,111362.76,3,16922.28,"Germany",0
6257,15611186,609,1,37,39344.83,1,178291.89,"France",1
6258,15617301,774,0,36,130809.77,1,152290.28,"Germany",0
6259,15726046,712,0,27,133009.51,1,126809.15,"France",0
6260,15585748,585,0,28,135337.49,2,40385.61,"Germany",1
6261,15672826,666,0,32,112536.57,2,34350.54,"France",1
6262,15595162,708,0,35,122570.69,1,199005.88,"Spain",0
6263,15650026,513,1,44,63562.02,2,52629.73,"France",1
6264,15745826,445,0,37,0,2,180012.39,"France",1
6265,15708610,690,0,44,100368.63,2,35342.33,"Germany",0
6266,15624471,850,0,37,0,2,109291.22,"France",0
6267,15590097,537,0,33,136082,1,62746.54,"Spain",0
6268,15689328,705,1,48,114169.16,1,173273.2,"Germany",0
6269,15582154,670,0,45,47884.92,1,54340.24,"France",1
6270,15734626,652,0,36,0,2,19302.78,"Spain",1
6271,15702806,696,0,24,0,1,10883.52,"Spain",0
6272,15620756,747,1,49,202904.64,1,17298.72,"France",1
6273,15611331,511,1,46,0,1,115779.48,"France",1
6274,15576935,743,1,43,161807.18,2,93228.86,"Spain",1
6275,15661275,532,1,52,110791.97,1,148704.77,"Germany",0
6276,15814940,642,0,33,0,2,150475.14,"Spain",1
6277,15768471,554,1,54,108755,1,40914.32,"Germany",0
6278,15697391,604,0,34,0,2,38587.7,"Spain",0
6279,15793346,602,0,72,0,2,171260.66,"France",1
6280,15608338,757,1,55,117294.12,4,94187.47,"Spain",0
6281,15578546,491,0,26,102251.14,1,145900.89,"Germany",1
6282,15656921,850,0,31,0,2,152298.28,"France",0
6283,15761340,521,0,22,0,2,99828.45,"France",1
6284,15591135,726,0,37,132057.92,2,34743.98,"France",0
6285,15623219,596,1,33,0,1,121189.3,"France",0
6286,15655229,850,0,35,114285.2,1,129660.59,"Germany",1
6287,15805884,637,0,41,0,2,145477.36,"France",0
6288,15668289,690,0,32,76087.98,1,151822.66,"Spain",1
6289,15568562,689,0,40,160272.27,1,49656.24,"France",0
6290,15773276,633,1,63,114552.6,1,73856.28,"Spain",0
6291,15622801,555,0,27,102000.17,1,116757,"France",1
6292,15779886,563,0,24,0,2,16319.56,"Spain",0
6293,15713673,494,0,33,137853,1,90273.85,"France",1
6294,15783083,534,0,27,0,2,161344.13,"France",0
6295,15742824,696,0,42,162318.61,1,121061.89,"Germany",0
6296,15621550,535,1,50,140292.58,3,69531.22,"Spain",0
6297,15799480,600,0,34,0,2,3756.23,"France",1
6298,15625247,807,0,34,0,1,114448.13,"France",0
6299,15755241,714,1,52,0,1,144045.08,"France",1
6300,15575679,590,0,24,126431.54,1,58781.11,"France",0
6301,15668235,614,0,41,123475.04,1,179227.52,"France",1
6302,15683183,766,0,45,97652.96,1,127332.33,"Germany",0
6303,15684592,557,0,42,0,2,86642.38,"Spain",1
6304,15591169,788,1,49,137455.99,1,184178.29,"Germany",0
6305,15653455,648,0,38,0,2,9551.49,"France",1
6306,15732563,726,0,33,99046.31,2,56053.06,"Germany",1
6307,15656471,773,0,33,0,2,1118.31,"France",1
6308,15598510,583,0,27,105907.42,2,195732.04,"Germany",1
6309,15766427,565,1,52,97720.35,2,175070.94,"Germany",0
6310,15785342,705,0,25,0,2,112331.19,"France",1
6311,15641595,685,0,43,97392.18,2,43956.83,"Spain",0
6312,15798429,741,0,29,0,2,115994.52,"France",1
6313,15648136,658,0,28,152812.58,1,166682.57,"Germany",0
6314,15812482,575,0,27,139301.68,1,99843.98,"France",0
6315,15790810,844,1,41,76319.64,1,141175.18,"France",1
6316,15687421,559,1,67,125919.35,1,175910.95,"Spain",0
6317,15765643,725,0,37,124348.38,2,176984.34,"France",1
6318,15654878,450,0,29,117199.8,1,43480.63,"France",1
6319,15686835,738,1,57,148384.64,1,155047.11,"Germany",0
6320,15768340,642,0,19,113905.48,1,176137.2,"Germany",1
6321,15673599,618,0,32,133476.09,1,154843.4,"Spain",1
6322,15689096,590,0,47,117879.32,1,8214.46,"France",1
6323,15684294,735,0,50,0,2,147075.69,"France",1
6324,15615828,550,0,34,122359.5,1,116495.55,"France",0
6325,15746012,729,1,28,0,2,31165.06,"Spain",1
6326,15615797,743,1,59,108585.35,1,192127.22,"Germany",1
6327,15788494,555,0,31,145875.74,1,137491.23,"France",0
6328,15793856,667,0,36,121542.57,2,186841.71,"Spain",1
6329,15629545,790,0,41,109508.68,1,86776.38,"Spain",0
6330,15661198,727,0,34,146407.11,1,72073.72,"Germany",1
6331,15715117,744,0,39,0,1,10662.58,"France",0
6332,15701074,629,0,35,112330.83,1,91001.02,"Germany",1
6333,15793046,619,0,35,90413.12,1,20555.21,"France",1
6334,15623744,634,0,34,105302.66,1,123164.97,"France",1
6335,15611329,608,0,35,0,2,143463.28,"Spain",1
6336,15740428,507,0,35,0,2,92131.54,"France",0
6337,15781534,536,0,35,121520.36,1,77178.42,"Germany",0
6338,15618243,730,0,43,103960.38,1,193650.16,"Spain",1
6339,15784161,583,0,39,102945.01,1,52861.89,"Germany",0
6340,15700325,644,0,24,92760.55,1,35896.75,"France",0
6341,15659064,790,0,37,0,2,149418.41,"Spain",1
6342,15658364,807,0,40,134590.21,1,46253.65,"Germany",1
6343,15704340,581,0,37,104255.03,1,86609.37,"France",0
6344,15793455,627,1,55,0,1,91943.94,"Spain",0
6345,15579777,850,0,41,0,2,128892.36,"France",0
6346,15632345,754,0,35,0,2,44830.71,"France",0
6347,15814468,551,1,50,121399.98,1,84508.44,"Germany",1
6348,15754820,637,0,35,147127.81,2,84760.7,"Germany",1
6349,15707505,699,0,31,125927.51,2,147661.47,"Spain",0
6350,15699507,542,0,25,0,2,82393.08,"France",1
6351,15799600,640,0,48,111599.32,1,135995.58,"Germany",1
6352,15794472,553,0,27,0,2,159800.16,"France",0
6353,15646632,741,0,38,0,2,14379.01,"France",0
6354,15676353,598,0,35,114212.6,1,74322.85,"France",1
6355,15566312,660,1,42,0,3,189016.24,"Spain",1
6356,15570414,618,0,41,115251.64,1,136435.75,"Spain",0
6357,15776743,647,0,43,0,2,78488.39,"France",1
6358,15674637,491,0,68,107571.61,1,113695.99,"France",1
6359,15730418,652,0,32,0,2,54628.11,"France",0
6360,15739972,650,1,45,152367.21,3,150835.21,"Germany",0
6361,15661591,413,0,39,130969.77,2,158891.79,"Germany",1
6362,15675585,416,0,25,97738.97,2,160523.33,"Germany",1
6363,15814750,629,0,34,0,2,180595.02,"Spain",1
6364,15593454,678,0,40,113794.22,1,16618.76,"Spain",0
6365,15663421,527,0,28,128396.33,2,79919.97,"Spain",0
6366,15576196,743,1,48,118207.69,2,186489.14,"Spain",0
6367,15677324,683,0,73,124730.26,1,51999.5,"Germany",1
6368,15568742,536,0,41,0,1,121299.14,"France",0
6369,15693764,663,1,52,136298.65,1,144593.3,"Spain",0
6370,15714260,646,0,38,0,2,178752.73,"France",0
6371,15798200,707,0,35,0,3,94148.3,"France",1
6372,15656627,602,0,34,0,2,77414.45,"France",1
6373,15791111,635,0,47,125724.95,2,63236.97,"France",0
6374,15638269,597,0,67,0,2,108645.85,"France",1
6375,15807473,503,0,38,0,2,95153.24,"France",1
6376,15708534,524,1,64,0,1,136079.64,"Spain",0
6377,15640686,700,1,46,95872.86,1,98273.01,"France",0
6378,15588904,692,1,33,0,1,113505.93,"France",0
6379,15768763,562,1,37,0,1,52525.15,"France",1
6380,15770543,679,0,37,74260.03,1,194617.98,"France",0
6381,15642162,603,1,35,123407.69,1,152541.89,"Germany",0
6382,15714046,720,0,33,123783.91,2,142903.44,"Spain",1
6383,15575060,797,0,24,0,2,182257.61,"France",0
6384,15812040,594,0,36,153880.15,1,135431.72,"France",0
6385,15812073,529,0,31,0,2,175697.87,"France",1
6386,15706810,606,0,32,106301.85,2,59061.25,"Germany",1
6387,15584090,621,1,40,0,2,131283.6,"Spain",1
6388,15810807,513,0,43,0,2,152499.8,"France",0
6389,15582033,753,1,44,138076.47,1,15523.09,"Germany",0
6390,15687607,605,0,30,135422.31,1,186418.85,"France",1
6391,15588406,574,0,37,0,2,32262.28,"Spain",0
6392,15784099,726,0,38,126875.62,1,128052.29,"France",0
6393,15701352,611,0,28,96381.68,2,181419.29,"Spain",0
6394,15789371,593,0,41,119703.1,2,109783.29,"Germany",1
6395,15602845,466,0,41,152102.18,2,181879.56,"Germany",0
6396,15707918,741,0,36,127675.39,2,74260.16,"Germany",0
6397,15602812,684,0,44,133776.86,2,49865.04,"Germany",1
6398,15675888,550,0,33,72788.03,1,103608.06,"Spain",1
6399,15591822,593,0,26,76226.9,1,167564.82,"Spain",0
6400,15738501,601,1,48,163630.76,1,41816.49,"Germany",1
6401,15585907,676,0,30,0,2,179066.58,"Spain",0
6402,15579040,556,0,46,0,2,109184.24,"France",0
6403,15804211,719,0,36,155423.17,1,199841.32,"France",1
6404,15736126,850,1,55,98710.89,1,83617.17,"Germany",1
6405,15745399,649,1,49,0,1,84863.85,"Spain",0
6406,15760749,509,0,41,126683.8,1,114775.53,"Spain",1
6407,15637118,684,0,33,140700.61,1,103557.93,"France",0
6408,15657829,806,1,30,168078.83,1,85028.36,"Germany",0
6409,15738497,729,0,44,107726.93,2,153064.87,"Spain",0
6410,15690695,683,0,33,0,2,38784.42,"France",1
6411,15762351,689,0,63,0,2,186526.12,"Spain",1
6412,15791172,672,0,21,35741.69,1,28789.94,"Germany",0
6413,15598982,602,1,53,98268.84,1,45038.29,"Germany",1
6414,15734765,739,0,20,133800.98,1,150245.81,"France",1
6415,15642912,618,0,21,125682.79,1,57762,"France",0
6416,15769516,674,0,42,0,2,4292.72,"France",0
6417,15789379,762,0,26,130428.78,1,173365.89,"France",0
6418,15695103,790,0,37,0,2,119484.01,"Spain",1
6419,15801924,754,0,27,0,2,121821.16,"Spain",0
6420,15767804,729,0,44,0,2,151733.43,"France",0
6421,15718039,606,0,47,137138.2,2,53784.22,"Germany",1
6422,15579994,616,0,23,73112.95,1,62733.05,"France",1
6423,15595037,772,0,47,152347.01,1,17671.78,"France",1
6424,15600720,652,0,41,115144.68,1,188905.43,"Spain",0
6425,15782608,743,1,43,0,2,113079.19,"France",0
6426,15566894,793,0,39,137817.52,1,83997.79,"France",0
6427,15749123,743,0,45,157332.26,1,125424.42,"Spain",0
6428,15668943,746,0,37,0,2,143194.05,"France",0
6429,15577423,627,1,39,124586.93,1,93132.61,"Germany",0
6430,15623102,713,0,38,116980.78,2,76038.38,"Spain",1
6431,15728012,678,0,40,128398.38,1,168658.3,"Spain",0
